,# YTID,start_seconds,end_seconds,positive_labels,laughter,not_laughter
1258757,WQJ9lZzWEHs,0.0,10.0,"/m/03qtwd,/m/053hz1",True,False
1258758,WQJCq_bBAtA,30.0,40.0,"/m/03qtwd,/m/053hz1",True,False
1258929,WQgz9J5PU1M,380.0,390.0,"/m/04rlf,/m/053hz1",True,False
1259085,WR25wfNrV3g,10.0,20.0,"/m/03qtwd,/m/053hz1",True,False
1259751,WSXqz9u33O0,440.0,450.0,"/m/03qtwd,/m/053hz1",True,False
1260196,WTXJIT90Y8Q,130.0,140.0,"/m/015lz1,/m/028ght,/m/04rlf,/m/04szw",True,False
1260819,WUvnNg6-T4c,60.0,70.0,"/m/03qtwd,/m/053hz1",True,False
1260929,WV9BYxJabrc,50.0,60.0,"/m/03qtwd,/m/053hz1",True,False
1261028,WVOUp-8XPIQ,170.0,180.0,"/m/04rlf,/m/053hz1",True,False
1261379,WWCGBbZmpaw,100.0,110.0,"/m/03qtwd,/m/053hz1",True,False
1262052,WXZ1aFQ9lRs,130.0,140.0,"/m/04rlf,/m/053hz1,/m/09x0r,/t/dd00126",True,False
1262078,WXasLeoHvnM,20.0,30.0,"/m/028ght,/m/09x0r",True,False
1262135,WXgF0HsPXZI,170.0,180.0,/m/028ght,True,False
1262451,WYObv5TXAHI,270.0,280.0,/m/028ght,True,False
1262641,WYoNSBBZCDk,390.0,400.0,/m/028ght,True,False
1263033,WZjKY-x-A5E,70.0,80.0,"/m/03qtwd,/m/053hz1",True,False
1263303,W_KFfDtdi8Q,20.0,30.0,"/m/03qtwd,/m/04rlf,/m/053hz1,/m/09x0r",True,False
1263325,W_NLtK1YiFU,70.0,80.0,/m/053hz1,True,False
1263879,Wad61elm4dw,0.0,10.0,"/m/03qtwd,/m/053hz1,/t/dd00135",True,False
1263947,WamJ03q-lu0,30.0,40.0,"/m/028ght,/m/0c1dj",True,False
1264239,WbOEpL1IUso,20.0,30.0,/m/028ght,True,False
1264283,WbUhAOdgU8c,190.0,200.0,/m/028ght,True,False
1264706,WcTABGaYsp4,70.0,80.0,/m/053hz1,True,False
1264974,Wd4sMC99ufY,30.0,40.0,"/m/04rlf,/m/053hz1,/m/09x0r",True,False
1265127,WdREO4wPn_c,30.0,40.0,"/m/028ght,/m/04rlf,/m/04wptg,/m/09x0r",True,False
1265982,WfOjdIGSItw,10.0,20.0,"/m/04rlf,/m/053hz1",True,False
1266734,Wh44XPs16JQ,110.0,120.0,"/m/03qtwd,/m/053hz1,/t/dd00135",True,False
1266765,Wh9McHnCowg,0.0,10.0,/m/028ght,True,False
1266837,WhIodnnSE3I,10.0,20.0,"/m/04rlf,/m/053hz1",True,False
1266860,WhMwNC77Shk,7.0,17.0,/m/053hz1,True,False
1267167,Wi4_jmk3t-Y,370.0,380.0,"/m/028ght,/m/09x0r",True,False
1267193,Wi7nQq8uhYU,320.0,330.0,/m/028ght,True,False
1267218,WiCtSkCJSIM,0.0,10.0,"/m/028ght,/m/09x0r",True,False
1267488,Wimb5cjhnXE,440.0,450.0,/m/028ght,True,False
1268183,WkMASZmrWAQ,0.0,10.0,/m/053hz1,True,False
1269158,WmgQuE2opNo,450.0,460.0,"/m/028ght,/m/09x0r",True,False
1269329,Wn2k-2XHyEw,30.0,40.0,"/m/04rlf,/m/053hz1",True,False
1269704,WnuUY8qzIsE,110.0,120.0,"/m/015lz1,/m/04rlf,/m/053hz1,/m/09x0r",True,False
1269886,WoKIUejTZ0Q,440.0,450.0,"/m/04rlf,/m/053hz1",True,False
1270382,WpYh_de7ewI,30.0,40.0,"/m/028ght,/m/04rlf,/m/09x0r",True,False
1270963,Wqmk0dZF-lE,490.0,500.0,"/m/053hz1,/m/09x0r",True,False
1270967,WqnDYLZAXJo,6.0,16.0,"/m/03qtwd,/m/053hz1",True,False
1270985,WqqPqAzRTz4,290.0,300.0,/m/028ght,True,False
1271056,WqzuZ8Tkl6g,0.0,10.0,"/m/03qtwd,/m/053hz1",True,False
1271622,WsLAKIvOm4M,30.0,40.0,"/m/053hz1,/m/09x0r,/t/dd00127",True,False
1272358,WtyjowuM8gc,370.0,380.0,/m/028ght,True,False
1273081,WvYv1eQ53Xk,30.0,40.0,"/m/03qtwd,/m/053hz1",True,False
1273562,Wwa5IsNgvXI,30.0,40.0,"/m/053hz1,/m/09x0r",True,False
1273656,WwnMPwqAV0I,240.0,250.0,/m/028ght,True,False
1273839,WxBPkcA-O-Q,70.0,80.0,"/m/04rlf,/m/053hz1,/m/07pws3f",True,False
1273910,WxOHbujZYXU,70.0,80.0,/m/053hz1,True,False
1274199,Wy0dyvQO0Kc,410.0,420.0,"/m/03qtwd,/m/053hz1,/t/dd00135",True,False
1274220,Wy49D5gCAUM,50.0,60.0,"/m/03lty,/m/04rlf,/m/053hz1,/m/074ft",True,False
1274470,Wycv-d1aTGs,30.0,40.0,"/m/04rlf,/m/053hz1",True,False
1274630,Wz0M4nUo-gs,130.0,140.0,/m/028ght,True,False
1274682,Wz7gH-vI0ik,30.0,40.0,"/m/028ght,/m/07rgt08,/m/09x0r",True,False
1275429,X-qZZ27fDWY,270.0,280.0,"/m/04rlf,/m/053hz1",True,False
1275881,X0prrj3Aja4,180.0,190.0,"/m/028ght,/m/04rlf,/m/05pd6,/m/0ggq0m",True,False
1275898,X0sUgljMvw8,140.0,150.0,"/m/03qtwd,/m/04rlf,/m/053hz1,/m/09x0r",True,False
1276134,X1OK3WSVz8A,160.0,170.0,"/m/028ght,/m/04rlf,/m/0l14jd,/m/0y4f8",True,False
1276764,X2jS22RzyzI,230.0,240.0,"/m/03qtwd,/m/053hz1",True,False
1276991,X3EGaBcjlH4,100.0,110.0,"/m/015lz1,/m/04rlf,/m/053hz1,/m/09x0r,/t/dd00126",True,False
1277230,X3jNgLcFhfk,270.0,280.0,"/m/03qtwd,/m/04rlf,/m/053hz1",True,False
1278293,X69UnrtKX6s,90.0,100.0,"/m/028ght,/m/04rlf",True,False
1278458,X6Z6xNyX5WE,160.0,170.0,"/m/03qtwd,/m/053hz1",True,False
1278477,X6bPzx_1Nmc,30.0,40.0,/m/028ght,True,False
1278686,X748JNJYKnQ,30.0,40.0,"/m/03qtwd,/m/04rlf,/m/053hz1,/m/09x0r",True,False
1278909,X7aHTOVDPTg,90.0,100.0,"/m/028ght,/m/09x0r",True,False
1279261,X8QmAU_Guek,200.0,210.0,"/m/028ght,/m/02w4v,/m/04rlf",True,False
1279848,X9kCXy8_EGY,30.0,40.0,"/m/03qtwd,/m/053hz1",True,False
1279924,X9uDEvm6MBA,300.0,310.0,/m/028ght,True,False
1280611,XBOdIcdYjD8,100.0,110.0,"/m/04rlf,/m/053hz1",True,False
1280819,XBt72ALly2g,120.0,130.0,"/m/053hz1,/m/09x0r",True,False
1280850,XBxxFXGf8B4,20.0,30.0,/m/053hz1,True,False
1281147,XCbppNJsSOw,240.0,250.0,/m/028ght,True,False
1281295,XCwJUorSYSI,100.0,110.0,"/m/03qtwd,/m/053hz1",True,False
1281367,XD5H78Mls6c,0.0,10.0,/m/053hz1,True,False
1281614,XDg13r79OK0,0.0,7.0,"/m/03qtwd,/m/053hz1",True,False
1281750,XE0HTsrpPgE,80.0,90.0,"/m/03qtwd,/m/053hz1",True,False
1281816,XE7wFY0H6-A,470.0,480.0,"/m/03qtwd,/m/053hz1,/t/dd00135",True,False
1282151,XEuzJTHp0ts,110.0,120.0,"/m/04rlf,/m/053hz1,/m/09x0r",True,False
1282333,XFLf4nG4R60,30.0,40.0,/m/028ght,True,False
1282372,XFRF5vKi5JI,80.0,90.0,"/m/03qtwd,/m/053hz1",True,False
1282575,XFsyfLtzQho,110.0,120.0,"/m/04rlf,/m/053hz1,/m/09x0r",True,False
1282812,XGLhiFCM2S0,0.0,10.0,"/m/03qtwd,/m/053hz1,/m/09x0r",True,False
1282866,XGSfNSaynJw,290.0,300.0,/m/028ght,True,False
1283205,XH8tlthMmjk,30.0,40.0,"/m/03qtwd,/m/053hz1",True,False
1283432,XHcTRI5hgDU,30.0,40.0,"/m/04rlf,/m/053hz1",True,False
1284229,XJTZXOc2Dps,20.0,30.0,"/m/03qtwd,/m/053hz1,/m/09x0r",True,False
1285160,XLbc19axJXc,30.0,40.0,/m/053hz1,True,False
1285467,XMLJUwc7-E0,60.0,70.0,"/m/015lz1,/m/04rlf,/m/053hz1",True,False
1285582,XMcA14wS-us,310.0,320.0,"/m/03qtwd,/m/053hz1,/t/dd00135",True,False
1285798,XN6zzMFL4iE,20.0,30.0,"/m/028ght,/m/09x0r",True,False
1286629,XP35yiN1Szk,0.0,10.0,"/m/03qtwd,/m/053hz1,/m/09x0r",True,False
1286999,XPujuwxVfr0,10.0,20.0,"/m/04rlf,/m/053hz1,/m/09x0r",True,False
1287086,XQ6SVC7CO24,40.0,50.0,"/m/03qtwd,/m/053hz1,/t/dd00135",True,False
1287232,XQXDLflACPU,30.0,40.0,"/m/03qtwd,/m/053hz1",True,False
1287500,XR8W1jbyv1Q,70.0,80.0,"/m/015lz1,/m/053hz1",True,False
1287711,XRfpq7HJNTk,180.0,190.0,"/m/03qtwd,/m/053hz1",True,False
1287849,XS1e_Z-RKqU,420.0,430.0,"/m/03qtwd,/m/053hz1,/m/09x0r",True,False
1288157,XSizvpxOj3s,10.0,20.0,"/m/053hz1,/m/09x0r",True,False
1288239,XStt8BOqAVk,290.0,300.0,"/m/03qtwd,/m/053hz1",True,False
1288244,XSuVNIVeeIA,270.0,280.0,/m/028ght,True,False
1289493,XVihOoPySyM,240.0,250.0,/m/053hz1,True,False
1289814,XWPQrg4DcSA,210.0,220.0,"/m/028ght,/m/09x0r",True,False
1289900,XWcYp6h9b8U,30.0,40.0,"/m/03qtwd,/m/053hz1",True,False
1289944,XWhmb6XpgtM,120.0,130.0,"/m/04rlf,/m/053hz1,/m/09x0r",True,False
1289947,XWi1KAx3rfQ,50.0,60.0,"/m/03qtwd,/m/053hz1",True,False
1290630,XYIwBK8rOb4,240.0,250.0,"/m/03qtwd,/m/053hz1",True,False
1291118,XZLeew2yR64,240.0,250.0,"/m/03qtwd,/m/04rlf,/m/053hz1,/m/09x0r",True,False
1291356,XZt9nNQgUCg,70.0,80.0,"/m/04rlf,/m/053hz1",True,False
1291575,X_L83aEspDE,0.0,10.0,/m/028ght,True,False
1291595,X_NnNOdMujs,30.0,40.0,"/m/03qtwd,/m/053hz1",True,False
1291819,X_sK543VTMY,210.0,220.0,"/m/03qtwd,/m/053hz1",True,False
1292021,XaNSEfYvYFs,90.0,100.0,"/m/03qtwd,/m/053hz1,/t/dd00135",True,False
1292422,XbI3Gj0n-QQ,30.0,40.0,/m/053hz1,True,False
1292444,XbL_9n2X0uo,30.0,40.0,"/m/03qtwd,/m/053hz1",True,False
1292604,Xbi0d34Waqg,30.0,40.0,"/m/02cz_7,/m/03qtwd,/m/053hz1",True,False
1292612,XbjFSryg_Jw,90.0,100.0,"/m/04rlf,/m/053hz1",True,False
1292688,XbtTyQ62N2A,90.0,100.0,"/m/03qtwd,/m/053hz1,/t/dd00135",True,False
1293405,XdXsvgHLC8g,60.0,70.0,"/m/03qtwd,/m/053hz1,/t/dd00135",True,False
1293766,XeQNghCNuyY,0.0,10.0,"/m/015lz1,/m/028ght,/m/04rlf",True,False
1294044,Xf0gZAhZsLw,220.0,230.0,"/m/028sqc,/m/04rlf,/m/053hz1",True,False
1294520,Xg5CcE7pUvI,20.0,30.0,/m/028ght,True,False
1294854,XgoW3NPdBWM,0.0,10.0,"/m/053hz1,/m/09x0r",True,False
1294973,Xh4AlNVTKaE,250.0,260.0,"/m/04rlf,/m/053hz1",True,False
1295011,XhAzZJWjmg4,60.0,70.0,"/m/04rlf,/m/053hz1,/m/064t9",True,False
1295061,XhIPo-S2E8k,140.0,150.0,/m/028ght,True,False
1295222,XhblTZcWC6Y,60.0,70.0,"/m/03qtwd,/m/053hz1",True,False
1295260,XhgLLujeBEw,310.0,320.0,/m/028ght,True,False
1295398,Xi1IOo2VU4g,0.0,10.0,/m/053hz1,True,False
1295467,XiBnlI2yfvE,330.0,340.0,/m/053hz1,True,False
1296534,Xkdr555HPjI,350.0,360.0,"/m/028ght,/m/09x0r",True,False
1296596,XklCMH4UhH8,130.0,140.0,"/m/03qtwd,/m/053hz1",True,False
1296602,Xkm-gLf0Aow,0.0,10.0,/m/053hz1,True,False
1296750,Xl6HlblXx1c,30.0,40.0,"/m/028ght,/m/04rlf,/m/0ggq0m",True,False
1296807,XlFowy9gYas,350.0,360.0,/m/028ght,True,False
1296967,Xla0UxXtXgs,190.0,200.0,"/m/03qtwd,/m/053hz1",True,False
1297214,Xm8OFPy7TpE,130.0,140.0,/m/053hz1,True,False
1297324,XmN9YuPD7uE,10.0,20.0,/m/053hz1,True,False
1297694,XnGycMMUnKY,240.0,250.0,"/m/028ght,/m/04rlf,/m/04rzd,/m/09x0r,/m/0fx80y",True,False
1297962,Xnts4FdmvFg,70.0,80.0,"/m/03qtwd,/m/053hz1",True,False
1298853,Xpu6bYbfbVM,30.0,40.0,"/m/03qtwd,/m/053hz1",True,False
1298948,Xq5flfziAHo,150.0,160.0,"/m/04rlf,/m/053hz1,/t/dd00126,/t/dd00127",True,False
1299502,XrJcmftCY04,180.0,190.0,/m/028ght,True,False
1299526,XrMNSz_KT04,20.0,30.0,"/m/03qtwd,/m/04rlf,/m/053hz1,/m/09x0r",True,False
1299639,Xra2aji2BYI,30.0,40.0,"/m/04rlf,/m/053hz1",True,False
1299670,XrdkTkMsbns,530.0,540.0,"/m/04rlf,/m/053hz1,/m/09x0r",True,False
1299706,XrjE3M1Zrrk,110.0,120.0,"/m/028ght,/m/04rlf",True,False
1299807,XrzpdqvoQvY,160.0,170.0,/m/053hz1,True,False
1300351,XtDslOjQrFM,530.0,540.0,"/m/03qtwd,/m/053hz1",True,False
1300430,XtOFe1ZcSoM,140.0,150.0,"/m/04rlf,/m/053hz1,/m/09x0r",True,False
1300593,XtnkajW7eDk,10.0,20.0,"/m/053hz1,/m/09x0r",True,False
1301294,XvQTxkAKLRY,10.0,20.0,"/m/04rlf,/m/053hz1",True,False
1301942,XwsdZajmWug,90.0,100.0,"/m/03qtwd,/m/053hz1",True,False
1302050,Xx8dHmFhMuE,210.0,220.0,"/m/028ght,/m/09x0r",True,False
1302207,XxY6bugNTwI,0.0,10.0,"/m/03qtwd,/m/053hz1",True,False
1302251,XxdLAyaXQJs,30.0,40.0,"/m/03qtwd,/m/053hz1",True,False
1302253,Xxdmu6ab6VE,30.0,40.0,"/m/03qtwd,/m/04rlf,/m/053hz1",True,False
1302378,Xxw7RuKRKEc,60.0,70.0,"/m/053hz1,/m/09x0r,/t/dd00128",True,False
1302539,XyKzPuyJsf4,540.0,550.0,"/m/028ght,/m/04rlf,/m/09x0r",True,False
1302915,XzABNXwAUhk,0.0,10.0,/m/053hz1,True,False
1303064,XzVAEpLEji0,20.0,30.0,"/m/028ght,/m/09x0r",True,False
1303131,XzdkutWgiaA,120.0,130.0,/m/028ght,True,False
1303445,Y-JePPZBgxo,260.0,270.0,"/m/028ght,/m/04rlf,/m/04szw",True,False
1303742,Y-yYbp3v-BA,200.0,210.0,"/m/03qtwd,/m/053hz1",True,False
1305292,Y3VVwVL6VPU,30.0,40.0,"/m/03qtwd,/m/053hz1,/t/dd00135",True,False
1305519,Y4-kVN2grYg,30.0,40.0,"/m/053hz1,/m/09x0r,/t/dd00126",True,False
1305758,Y4_PPnblHzs,210.0,220.0,"/m/03qtwd,/m/053hz1",True,False
1305924,Y4vKIGDqvpg,40.0,50.0,"/m/03qtwd,/m/04rlf,/m/053hz1",True,False
1306307,Y5q7fQoDAe4,220.0,230.0,"/m/03qtwd,/m/053hz1",True,False
1306569,Y6RIrlubano,30.0,40.0,"/m/03qtwd,/m/053hz1,/t/dd00135",True,False
1306613,Y6XGJLGKlH8,170.0,180.0,"/m/028ght,/m/04rlf",True,False
1306739,Y6qq6RG-z0A,550.0,560.0,"/m/02_41,/m/03qtwd,/m/053hz1",True,False
1306875,Y78cpvVFsfE,40.0,50.0,"/m/028ght,/m/04rlf",True,False
1307290,Y852Fa95s6I,150.0,160.0,"/m/03qtwd,/m/053hz1",True,False
1307381,Y8KCNCoq_a8,180.0,190.0,"/m/03qtwd,/m/053hz1,/t/dd00135",True,False
1307725,Y93IxyiRZkc,80.0,90.0,/m/028ght,True,False
1308655,YBCQqa4FcQM,170.0,180.0,"/m/03qtwd,/m/053hz1",True,False
1308981,YC-TnN3BOWw,180.0,190.0,"/m/04rlf,/m/053hz1",True,False
1309420,YCzIkyGau-Y,400.0,410.0,"/m/04rlf,/m/053hz1",True,False
1309545,YDEliO57dcI,200.0,210.0,"/m/03qtwd,/m/053hz1",True,False
1309562,YDHPJA3eGws,200.0,210.0,"/m/03qtwd,/m/053hz1",True,False
1309587,YDL6s0vEe4o,260.0,270.0,"/m/028ght,/m/09x0r",True,False
1309631,YDQhcZ4j_yk,360.0,370.0,"/m/028ght,/m/04rlf,/m/09x0r",True,False
1310298,YEyMN2sAnkg,380.0,390.0,/m/028ght,True,False
1310493,YFPFhMzDxn8,120.0,130.0,"/m/028ght,/m/09x0r",True,False
1310555,YFZ3u_GN6W8,30.0,40.0,"/m/03qtwd,/m/053hz1",True,False
1311353,YHK5s7eEIuA,10.0,20.0,/m/028ght,True,False
1311457,YHWXjUAK9sk,320.0,330.0,"/m/028ght,/m/09x0r",True,False
1311677,YHzsAGXcgVM,150.0,160.0,"/m/028ght,/m/04rlf",True,False
1311803,YIHIRydtOy8,10.0,20.0,"/m/028ght,/m/03qtwd,/m/09x0r",True,False
1312126,YJ-c332jaPk,30.0,40.0,"/m/028ght,/m/04rlf,/m/053hz1,/m/09x0r,/m/0c1dj",True,False
1312361,YJWxbiwCqpY,390.0,400.0,"/m/03qtwd,/m/053hz1",True,False
1312989,YKzcpkHtWxU,1.0,11.0,"/m/028ght,/m/03qtwd,/m/0c1dj",True,False
1313546,YMA1xCXaDr8,40.0,50.0,"/m/053hz1,/m/09x0r",True,False
1313946,YN5BkhZEK14,30.0,40.0,"/m/04rlf,/m/053hz1,/m/09x0r",True,False
1314245,YNkyxkwmgoA,30.0,40.0,"/m/03qtwd,/m/053hz1",True,False
1314318,YNtySlaZq2w,40.0,50.0,"/m/04rlf,/m/053hz1",True,False
1315609,YQs-zhkjm1Y,22.0,32.0,/m/028ght,True,False
1315758,YRDN9bOiw-E,110.0,120.0,"/m/028ght,/m/04rlf",True,False
1316319,YSUXXNOaGzU,160.0,170.0,"/m/03qtwd,/m/053hz1",True,False
1316890,YTfWsfPYWMg,280.0,290.0,"/m/028ght,/m/09x0r",True,False
1318289,YWuah5GDFHs,30.0,40.0,"/m/03qtwd,/m/053hz1,/t/dd00135",True,False
1318450,YXFtgNUrtww,0.0,10.0,"/m/03qtwd,/m/053hz1",True,False
1318461,YXHKRHDjH9g,50.0,60.0,"/m/03qtwd,/m/053hz1",True,False
1319144,YYjIjJh6QBc,220.0,230.0,/m/053hz1,True,False
1319591,YZh1shO4Nbs,40.0,50.0,"/m/04rlf,/m/053hz1,/m/07p6fty,/m/09x0r,/t/dd00126",True,False
1319970,Y_VKQ-tP2lI,50.0,60.0,"/m/028ght,/m/09x0r",True,False
1320168,Y_yQiESnZug,120.0,130.0,/m/028ght,True,False
1320176,Y_yr9aPe0l8,470.0,480.0,/m/028ght,True,False
1320348,YaN0SDIrXpE,10.0,20.0,"/m/053hz1,/m/05zppz",True,False
1320350,YaN2Nd2EUew,30.0,40.0,"/m/03qtwd,/m/053hz1,/t/dd00135",True,False
1320815,YbVLVFjUBVM,450.0,460.0,"/m/03qtwd,/m/053hz1",True,False
1321770,Ydcds982jws,10.0,20.0,/m/053hz1,True,False
1321814,YdjZ34ZQpwE,90.0,100.0,"/m/03qtwd,/m/053hz1",True,False
1321894,YdwiJeP_rJU,40.0,50.0,"/m/03qtwd,/m/053hz1",True,False
1322126,YePyqpBg6ak,490.0,500.0,"/m/053hz1,/m/09x0r,/t/dd00126",True,False
1322462,YfAq2F6Kb-4,40.0,50.0,/m/028ght,True,False
1322517,YfIv8OtkqtU,270.0,280.0,/m/028ght,True,False
1322921,YgH_-5EcGSY,210.0,220.0,"/m/04rlf,/m/053hz1",True,False
1323031,YgXs3-VMMDI,170.0,180.0,"/m/03qtwd,/m/04rlf,/m/053hz1",True,False
1323699,YiF8MShmJEM,430.0,440.0,"/m/015lz1,/m/053hz1",True,False
1323796,YiTO66NKxvI,170.0,180.0,"/m/03qtwd,/m/053hz1",True,False
1323922,YimO_dYJBos,0.0,10.0,"/m/03qtwd,/m/053hz1,/t/dd00135",True,False
1324159,YjM8NRhSUic,240.0,250.0,"/m/028ght,/m/09x0r",True,False
1325454,YmHL4B6IHsE,30.0,40.0,"/m/04rlf,/m/053hz1,/m/09x0r",True,False
1325484,YmKWWJa4_94,160.0,170.0,"/m/053hz1,/m/09x0r",True,False
1325539,YmSCbWOKpIc,0.0,10.0,"/m/028ght,/m/0c1dj,/m/0l15bq",True,False
1325601,YmaM2M1ZTjU,10.0,20.0,"/m/053hz1,/m/09x0r",True,False
1326164,YnllF-46w9s,30.0,40.0,"/m/04rlf,/m/053hz1",True,False
1326360,YoCYtd5xi88,340.0,350.0,"/m/03qtwd,/m/053hz1",True,False
1326432,YoKiPY_tAvU,470.0,480.0,/m/028ght,True,False
1327225,Yq0uNgi-DBM,0.0,10.0,"/m/03qtwd,/m/053hz1,/t/dd00135",True,False
1327288,YqCFJWSkBQU,30.0,40.0,"/m/03qtwd,/m/053hz1",True,False
1328315,YsaNyAm6opU,20.0,30.0,"/m/03qtwd,/m/053hz1",True,False
1328588,YtBArZlcHTg,0.0,10.0,"/m/02lkt,/m/04rlf,/m/053hz1,/m/09x0r",True,False
1328662,YtMiK-GUHYc,30.0,40.0,/m/053hz1,True,False
1328992,Yu5VmtTkH-8,90.0,100.0,"/m/053hz1,/m/09x0r,/t/dd00128",True,False
1329505,YvKHcV5OE74,110.0,120.0,"/m/03qtwd,/m/053hz1,/t/dd00135",True,False
1330840,YyKpygEUpyg,0.0,10.0,"/m/03qtwd,/m/053hz1,/t/dd00135",True,False
1330894,YyTt1LsJbvs,40.0,50.0,/m/053hz1,True,False
1330946,YyawXRYX32g,40.0,50.0,"/m/028ght,/m/0g293",True,False
1331331,YzXP03KhpC4,20.0,30.0,/m/053hz1,True,False
1331867,Z-c6a6t3X8k,30.0,40.0,/m/028ght,True,False
1332098,Z06Lyij6Dpc,70.0,80.0,"/m/03qtwd,/m/04rlf,/m/053hz1,/m/09x0r",True,False
1332107,Z07SVt85rvE,150.0,160.0,"/m/02lkt,/m/03qtwd,/m/04rlf,/m/053hz1,/m/0m0jc",True,False
1332419,Z0o7RUpp_Xc,10.0,20.0,/m/053hz1,True,False
1332479,Z0yloqCdsmY,170.0,180.0,"/m/028ght,/m/09x0r",True,False
1332805,Z1gzGkICNbw,350.0,360.0,/m/053hz1,True,False
1333018,Z2DdMP5tOrI,70.0,80.0,"/m/015lz1,/m/053hz1",True,False
1333218,Z2jGAzBmCFU,30.0,40.0,"/m/028ght,/m/04rlf,/m/09x0r",True,False
1333681,Z3oVDQtRjGI,130.0,140.0,"/m/03qtwd,/m/04rlf,/m/053hz1",True,False
1333856,Z4CVilB1OkQ,0.0,10.0,/m/028ght,True,False
1334063,Z4eNmVzcxb4,320.0,330.0,"/m/03qtwd,/m/053hz1",True,False
1334136,Z4pDGgDHwJY,230.0,240.0,/m/053hz1,True,False
1334341,Z5FCzBd_RdU,400.0,410.0,/m/053hz1,True,False
1334353,Z5GIdW3p5H0,120.0,130.0,"/m/028ght,/m/04rlf,/m/09x0r",True,False
1334472,Z5XaKLTjao4,30.0,40.0,"/m/028ght,/m/0l15bq",True,False
1335356,Z7aiLNT0GQo,290.0,300.0,"/m/028ght,/m/09x0r",True,False
1335473,Z7s8PrgRmkQ,130.0,140.0,"/m/04rlf,/m/053hz1",True,False
1336037,Z9C-pmfbqCE,30.0,40.0,"/m/04rlf,/m/053hz1",True,False
1336771,ZAvMUN138NA,160.0,170.0,"/m/03qtwd,/m/053hz1",True,False
1336857,ZB76z9yvYLc,29.0,39.0,"/m/03qtwd,/m/053hz1",True,False
1337362,ZCGSYRegQDQ,290.0,300.0,/m/028ght,True,False
1338033,ZDpm-WM76V0,210.0,220.0,"/m/028ght,/m/09x0r",True,False
1338472,ZEooyX0lqtA,30.0,40.0,"/m/04rlf,/m/053hz1",True,False
1339137,ZGETBz9jbPw,190.0,200.0,"/m/04rlf,/m/053hz1,/m/064t9,/m/09x0r",True,False
1339868,ZHrKLnXszlQ,0.0,10.0,/m/028ght,True,False
1339998,ZIA4j_MI3js,30.0,40.0,/m/028ght,True,False
1340229,ZIhRW-tF7sU,300.0,310.0,"/m/015lz1,/m/028ght,/m/09x0r",True,False
1340457,ZJArTmji5TI,100.0,110.0,"/m/04rlf,/m/053hz1,/m/09x0r",True,False
1340492,ZJGEUC4LEpk,210.0,220.0,"/m/028ght,/m/04rlf",True,False
1340872,ZKDGEzGQ4vA,60.0,70.0,"/m/03qtwd,/m/053hz1,/t/dd00135",True,False
1341852,ZMOOq7ApG0M,30.0,40.0,"/m/03qtwd,/m/053hz1,/t/dd00135",True,False
1342682,ZOGCy13pxjM,30.0,40.0,"/m/04rlf,/m/053hz1,/m/09x0r",True,False
1343472,ZQ4K1cHOxU8,80.0,90.0,"/m/053hz1,/m/0g6b5",True,False
1343491,ZQ7NJ7oBGLc,30.0,40.0,"/m/02lkt,/m/03qtwd,/m/04rlf,/m/053hz1,/m/07gxw,/m/0c1dj",True,False
1343852,ZQzXGTLRLpo,510.0,520.0,/m/053hz1,True,False
1343864,ZR0bdAwk-KE,150.0,160.0,"/m/028ght,/m/04rlf",True,False
1344041,ZRSE19-Mfag,0.0,10.0,"/m/028ght,/m/04rlf",True,False
1344258,ZRyUPsKFOoI,40.0,50.0,"/m/028ght,/m/04rlf,/m/07y_7",True,False
1344309,ZS5vqzFhl1o,180.0,190.0,"/m/028ght,/m/09x0r",True,False
1344337,ZSBcEVOrTVw,370.0,380.0,"/m/03qtwd,/m/053hz1",True,False
1344349,ZSD6Pm5WqjA,30.0,40.0,/m/028ght,True,False
1344357,ZSDlx9nIf9o,100.0,110.0,"/m/04rlf,/m/053hz1",True,False
1344649,ZSs-kmTvKEk,0.0,10.0,/m/028ght,True,False
1344807,ZTFthP5a9a4,220.0,230.0,"/m/03qtwd,/m/053hz1,/t/dd00135",True,False
1345040,ZTlsI2-N8-Q,40.0,50.0,"/m/04rlf,/m/053hz1",True,False
1346332,ZWhRJgrmB0k,80.0,90.0,/m/053hz1,True,False
1346457,ZWzxQ5Pu24w,110.0,120.0,"/m/04rlf,/m/053hz1",True,False
1346560,ZXE4ZEORCIw,290.0,300.0,/m/028ght,True,False
1346619,ZXMeBHDMEHk,0.0,10.0,"/m/03qtwd,/m/053hz1",True,False
1346729,ZXbKQ5ClohM,23.0,33.0,"/m/028ght,/m/09x0r",True,False
1346870,ZXy2362uZoQ,440.0,450.0,/m/028ght,True,False
1347036,ZYKpKGOmxD0,320.0,330.0,/m/028ght,True,False
1347202,ZYh4TvLNV1o,20.0,30.0,"/m/053hz1,/m/09x0r",True,False
1347210,ZYi4bMG-gdg,80.0,90.0,"/m/03qtwd,/m/053hz1",True,False
1347731,ZZpzsc9U090,290.0,300.0,"/m/03qtwd,/m/053hz1",True,False
1348622,ZaunYUtk_-I,140.0,150.0,"/m/03qtwd,/m/053hz1",True,False
1348788,ZbIxJ2dwDMk,270.0,280.0,"/m/03qtwd,/m/053hz1",True,False
1348810,ZbMIh9BfbAg,30.0,40.0,"/m/03qtwd,/m/053hz1",True,False
1348841,ZbQJqGR5opg,150.0,160.0,"/m/04rlf,/m/053hz1,/m/09x0r",True,False
