,# YTID,start_seconds,end_seconds,positive_labels,laughter,not_laughter
1300351,XtDslOjQrFM,530.0,540.0,"/m/03qtwd,/m/053hz1",True,False
1300430,XtOFe1ZcSoM,140.0,150.0,"/m/04rlf,/m/053hz1,/m/09x0r",True,False
1300593,XtnkajW7eDk,10.0,20.0,"/m/053hz1,/m/09x0r",True,False
1301294,XvQTxkAKLRY,10.0,20.0,"/m/04rlf,/m/053hz1",True,False
1301942,XwsdZajmWug,90.0,100.0,"/m/03qtwd,/m/053hz1",True,False
1302050,Xx8dHmFhMuE,210.0,220.0,"/m/028ght,/m/09x0r",True,False
1302207,XxY6bugNTwI,0.0,10.0,"/m/03qtwd,/m/053hz1",True,False
1302251,XxdLAyaXQJs,30.0,40.0,"/m/03qtwd,/m/053hz1",True,False
1302253,Xxdmu6ab6VE,30.0,40.0,"/m/03qtwd,/m/04rlf,/m/053hz1",True,False
1302378,Xxw7RuKRKEc,60.0,70.0,"/m/053hz1,/m/09x0r,/t/dd00128",True,False
1302539,XyKzPuyJsf4,540.0,550.0,"/m/028ght,/m/04rlf,/m/09x0r",True,False
1302915,XzABNXwAUhk,0.0,10.0,/m/053hz1,True,False
1303064,XzVAEpLEji0,20.0,30.0,"/m/028ght,/m/09x0r",True,False
1303131,XzdkutWgiaA,120.0,130.0,/m/028ght,True,False
1303445,Y-JePPZBgxo,260.0,270.0,"/m/028ght,/m/04rlf,/m/04szw",True,False
1303742,Y-yYbp3v-BA,200.0,210.0,"/m/03qtwd,/m/053hz1",True,False
1305292,Y3VVwVL6VPU,30.0,40.0,"/m/03qtwd,/m/053hz1,/t/dd00135",True,False
1305519,Y4-kVN2grYg,30.0,40.0,"/m/053hz1,/m/09x0r,/t/dd00126",True,False
1305758,Y4_PPnblHzs,210.0,220.0,"/m/03qtwd,/m/053hz1",True,False
1305924,Y4vKIGDqvpg,40.0,50.0,"/m/03qtwd,/m/04rlf,/m/053hz1",True,False
1306307,Y5q7fQoDAe4,220.0,230.0,"/m/03qtwd,/m/053hz1",True,False
1306569,Y6RIrlubano,30.0,40.0,"/m/03qtwd,/m/053hz1,/t/dd00135",True,False
1306613,Y6XGJLGKlH8,170.0,180.0,"/m/028ght,/m/04rlf",True,False
1306739,Y6qq6RG-z0A,550.0,560.0,"/m/02_41,/m/03qtwd,/m/053hz1",True,False
1306875,Y78cpvVFsfE,40.0,50.0,"/m/028ght,/m/04rlf",True,False
1307290,Y852Fa95s6I,150.0,160.0,"/m/03qtwd,/m/053hz1",True,False
1307381,Y8KCNCoq_a8,180.0,190.0,"/m/03qtwd,/m/053hz1,/t/dd00135",True,False
1307725,Y93IxyiRZkc,80.0,90.0,/m/028ght,True,False
1308655,YBCQqa4FcQM,170.0,180.0,"/m/03qtwd,/m/053hz1",True,False
1308981,YC-TnN3BOWw,180.0,190.0,"/m/04rlf,/m/053hz1",True,False
1309420,YCzIkyGau-Y,400.0,410.0,"/m/04rlf,/m/053hz1",True,False
1309545,YDEliO57dcI,200.0,210.0,"/m/03qtwd,/m/053hz1",True,False
1309562,YDHPJA3eGws,200.0,210.0,"/m/03qtwd,/m/053hz1",True,False
1309587,YDL6s0vEe4o,260.0,270.0,"/m/028ght,/m/09x0r",True,False
1309631,YDQhcZ4j_yk,360.0,370.0,"/m/028ght,/m/04rlf,/m/09x0r",True,False
1310298,YEyMN2sAnkg,380.0,390.0,/m/028ght,True,False
1310493,YFPFhMzDxn8,120.0,130.0,"/m/028ght,/m/09x0r",True,False
1310555,YFZ3u_GN6W8,30.0,40.0,"/m/03qtwd,/m/053hz1",True,False
1311353,YHK5s7eEIuA,10.0,20.0,/m/028ght,True,False
1311457,YHWXjUAK9sk,320.0,330.0,"/m/028ght,/m/09x0r",True,False
1311677,YHzsAGXcgVM,150.0,160.0,"/m/028ght,/m/04rlf",True,False
1311803,YIHIRydtOy8,10.0,20.0,"/m/028ght,/m/03qtwd,/m/09x0r",True,False
1312126,YJ-c332jaPk,30.0,40.0,"/m/028ght,/m/04rlf,/m/053hz1,/m/09x0r,/m/0c1dj",True,False
1312361,YJWxbiwCqpY,390.0,400.0,"/m/03qtwd,/m/053hz1",True,False
1312989,YKzcpkHtWxU,1.0,11.0,"/m/028ght,/m/03qtwd,/m/0c1dj",True,False
1313546,YMA1xCXaDr8,40.0,50.0,"/m/053hz1,/m/09x0r",True,False
1313946,YN5BkhZEK14,30.0,40.0,"/m/04rlf,/m/053hz1,/m/09x0r",True,False
1314245,YNkyxkwmgoA,30.0,40.0,"/m/03qtwd,/m/053hz1",True,False
1314318,YNtySlaZq2w,40.0,50.0,"/m/04rlf,/m/053hz1",True,False
1315609,YQs-zhkjm1Y,22.0,32.0,/m/028ght,True,False
1315758,YRDN9bOiw-E,110.0,120.0,"/m/028ght,/m/04rlf",True,False
1316319,YSUXXNOaGzU,160.0,170.0,"/m/03qtwd,/m/053hz1",True,False
1316890,YTfWsfPYWMg,280.0,290.0,"/m/028ght,/m/09x0r",True,False
1318289,YWuah5GDFHs,30.0,40.0,"/m/03qtwd,/m/053hz1,/t/dd00135",True,False
1318450,YXFtgNUrtww,0.0,10.0,"/m/03qtwd,/m/053hz1",True,False
1318461,YXHKRHDjH9g,50.0,60.0,"/m/03qtwd,/m/053hz1",True,False
1319144,YYjIjJh6QBc,220.0,230.0,/m/053hz1,True,False
1319591,YZh1shO4Nbs,40.0,50.0,"/m/04rlf,/m/053hz1,/m/07p6fty,/m/09x0r,/t/dd00126",True,False
1319970,Y_VKQ-tP2lI,50.0,60.0,"/m/028ght,/m/09x0r",True,False
1320168,Y_yQiESnZug,120.0,130.0,/m/028ght,True,False
1320176,Y_yr9aPe0l8,470.0,480.0,/m/028ght,True,False
1320348,YaN0SDIrXpE,10.0,20.0,"/m/053hz1,/m/05zppz",True,False
1320350,YaN2Nd2EUew,30.0,40.0,"/m/03qtwd,/m/053hz1,/t/dd00135",True,False
1320815,YbVLVFjUBVM,450.0,460.0,"/m/03qtwd,/m/053hz1",True,False
1321770,Ydcds982jws,10.0,20.0,/m/053hz1,True,False
1321814,YdjZ34ZQpwE,90.0,100.0,"/m/03qtwd,/m/053hz1",True,False
1321894,YdwiJeP_rJU,40.0,50.0,"/m/03qtwd,/m/053hz1",True,False
1322126,YePyqpBg6ak,490.0,500.0,"/m/053hz1,/m/09x0r,/t/dd00126",True,False
1322462,YfAq2F6Kb-4,40.0,50.0,/m/028ght,True,False
1322517,YfIv8OtkqtU,270.0,280.0,/m/028ght,True,False
1322921,YgH_-5EcGSY,210.0,220.0,"/m/04rlf,/m/053hz1",True,False
1323031,YgXs3-VMMDI,170.0,180.0,"/m/03qtwd,/m/04rlf,/m/053hz1",True,False
1323699,YiF8MShmJEM,430.0,440.0,"/m/015lz1,/m/053hz1",True,False
1323796,YiTO66NKxvI,170.0,180.0,"/m/03qtwd,/m/053hz1",True,False
1323922,YimO_dYJBos,0.0,10.0,"/m/03qtwd,/m/053hz1,/t/dd00135",True,False
1324159,YjM8NRhSUic,240.0,250.0,"/m/028ght,/m/09x0r",True,False
1325454,YmHL4B6IHsE,30.0,40.0,"/m/04rlf,/m/053hz1,/m/09x0r",True,False
1325484,YmKWWJa4_94,160.0,170.0,"/m/053hz1,/m/09x0r",True,False
1325539,YmSCbWOKpIc,0.0,10.0,"/m/028ght,/m/0c1dj,/m/0l15bq",True,False
1325601,YmaM2M1ZTjU,10.0,20.0,"/m/053hz1,/m/09x0r",True,False
1326164,YnllF-46w9s,30.0,40.0,"/m/04rlf,/m/053hz1",True,False
1326360,YoCYtd5xi88,340.0,350.0,"/m/03qtwd,/m/053hz1",True,False
1326432,YoKiPY_tAvU,470.0,480.0,/m/028ght,True,False
1327225,Yq0uNgi-DBM,0.0,10.0,"/m/03qtwd,/m/053hz1,/t/dd00135",True,False
1327288,YqCFJWSkBQU,30.0,40.0,"/m/03qtwd,/m/053hz1",True,False
1328315,YsaNyAm6opU,20.0,30.0,"/m/03qtwd,/m/053hz1",True,False
1328588,YtBArZlcHTg,0.0,10.0,"/m/02lkt,/m/04rlf,/m/053hz1,/m/09x0r",True,False
1328662,YtMiK-GUHYc,30.0,40.0,/m/053hz1,True,False
1328992,Yu5VmtTkH-8,90.0,100.0,"/m/053hz1,/m/09x0r,/t/dd00128",True,False
1329505,YvKHcV5OE74,110.0,120.0,"/m/03qtwd,/m/053hz1,/t/dd00135",True,False
1330840,YyKpygEUpyg,0.0,10.0,"/m/03qtwd,/m/053hz1,/t/dd00135",True,False
1330894,YyTt1LsJbvs,40.0,50.0,/m/053hz1,True,False
1330946,YyawXRYX32g,40.0,50.0,"/m/028ght,/m/0g293",True,False
1331331,YzXP03KhpC4,20.0,30.0,/m/053hz1,True,False
1331867,Z-c6a6t3X8k,30.0,40.0,/m/028ght,True,False
1332098,Z06Lyij6Dpc,70.0,80.0,"/m/03qtwd,/m/04rlf,/m/053hz1,/m/09x0r",True,False
1332107,Z07SVt85rvE,150.0,160.0,"/m/02lkt,/m/03qtwd,/m/04rlf,/m/053hz1,/m/0m0jc",True,False
1332419,Z0o7RUpp_Xc,10.0,20.0,/m/053hz1,True,False
1332479,Z0yloqCdsmY,170.0,180.0,"/m/028ght,/m/09x0r",True,False
1332805,Z1gzGkICNbw,350.0,360.0,/m/053hz1,True,False
1333018,Z2DdMP5tOrI,70.0,80.0,"/m/015lz1,/m/053hz1",True,False
1333218,Z2jGAzBmCFU,30.0,40.0,"/m/028ght,/m/04rlf,/m/09x0r",True,False
1333681,Z3oVDQtRjGI,130.0,140.0,"/m/03qtwd,/m/04rlf,/m/053hz1",True,False
1333856,Z4CVilB1OkQ,0.0,10.0,/m/028ght,True,False
1334063,Z4eNmVzcxb4,320.0,330.0,"/m/03qtwd,/m/053hz1",True,False
1334136,Z4pDGgDHwJY,230.0,240.0,/m/053hz1,True,False
1334341,Z5FCzBd_RdU,400.0,410.0,/m/053hz1,True,False
1334353,Z5GIdW3p5H0,120.0,130.0,"/m/028ght,/m/04rlf,/m/09x0r",True,False
1334472,Z5XaKLTjao4,30.0,40.0,"/m/028ght,/m/0l15bq",True,False
1335356,Z7aiLNT0GQo,290.0,300.0,"/m/028ght,/m/09x0r",True,False
1335473,Z7s8PrgRmkQ,130.0,140.0,"/m/04rlf,/m/053hz1",True,False
1336037,Z9C-pmfbqCE,30.0,40.0,"/m/04rlf,/m/053hz1",True,False
1336771,ZAvMUN138NA,160.0,170.0,"/m/03qtwd,/m/053hz1",True,False
1336857,ZB76z9yvYLc,29.0,39.0,"/m/03qtwd,/m/053hz1",True,False
1337362,ZCGSYRegQDQ,290.0,300.0,/m/028ght,True,False
1338033,ZDpm-WM76V0,210.0,220.0,"/m/028ght,/m/09x0r",True,False
1338472,ZEooyX0lqtA,30.0,40.0,"/m/04rlf,/m/053hz1",True,False
1339137,ZGETBz9jbPw,190.0,200.0,"/m/04rlf,/m/053hz1,/m/064t9,/m/09x0r",True,False
1339868,ZHrKLnXszlQ,0.0,10.0,/m/028ght,True,False
1339998,ZIA4j_MI3js,30.0,40.0,/m/028ght,True,False
1340229,ZIhRW-tF7sU,300.0,310.0,"/m/015lz1,/m/028ght,/m/09x0r",True,False
1340457,ZJArTmji5TI,100.0,110.0,"/m/04rlf,/m/053hz1,/m/09x0r",True,False
1340492,ZJGEUC4LEpk,210.0,220.0,"/m/028ght,/m/04rlf",True,False
1340872,ZKDGEzGQ4vA,60.0,70.0,"/m/03qtwd,/m/053hz1,/t/dd00135",True,False
1341852,ZMOOq7ApG0M,30.0,40.0,"/m/03qtwd,/m/053hz1,/t/dd00135",True,False
1342682,ZOGCy13pxjM,30.0,40.0,"/m/04rlf,/m/053hz1,/m/09x0r",True,False
1343472,ZQ4K1cHOxU8,80.0,90.0,"/m/053hz1,/m/0g6b5",True,False
1343491,ZQ7NJ7oBGLc,30.0,40.0,"/m/02lkt,/m/03qtwd,/m/04rlf,/m/053hz1,/m/07gxw,/m/0c1dj",True,False
1343852,ZQzXGTLRLpo,510.0,520.0,/m/053hz1,True,False
1343864,ZR0bdAwk-KE,150.0,160.0,"/m/028ght,/m/04rlf",True,False
1344041,ZRSE19-Mfag,0.0,10.0,"/m/028ght,/m/04rlf",True,False
1344258,ZRyUPsKFOoI,40.0,50.0,"/m/028ght,/m/04rlf,/m/07y_7",True,False
1344309,ZS5vqzFhl1o,180.0,190.0,"/m/028ght,/m/09x0r",True,False
1344337,ZSBcEVOrTVw,370.0,380.0,"/m/03qtwd,/m/053hz1",True,False
1344349,ZSD6Pm5WqjA,30.0,40.0,/m/028ght,True,False
1344357,ZSDlx9nIf9o,100.0,110.0,"/m/04rlf,/m/053hz1",True,False
1344649,ZSs-kmTvKEk,0.0,10.0,/m/028ght,True,False
1344807,ZTFthP5a9a4,220.0,230.0,"/m/03qtwd,/m/053hz1,/t/dd00135",True,False
1345040,ZTlsI2-N8-Q,40.0,50.0,"/m/04rlf,/m/053hz1",True,False
1346332,ZWhRJgrmB0k,80.0,90.0,/m/053hz1,True,False
1346457,ZWzxQ5Pu24w,110.0,120.0,"/m/04rlf,/m/053hz1",True,False
1346560,ZXE4ZEORCIw,290.0,300.0,/m/028ght,True,False
1346619,ZXMeBHDMEHk,0.0,10.0,"/m/03qtwd,/m/053hz1",True,False
1346729,ZXbKQ5ClohM,23.0,33.0,"/m/028ght,/m/09x0r",True,False
1346870,ZXy2362uZoQ,440.0,450.0,/m/028ght,True,False
1347036,ZYKpKGOmxD0,320.0,330.0,/m/028ght,True,False
1347202,ZYh4TvLNV1o,20.0,30.0,"/m/053hz1,/m/09x0r",True,False
1347210,ZYi4bMG-gdg,80.0,90.0,"/m/03qtwd,/m/053hz1",True,False
1347731,ZZpzsc9U090,290.0,300.0,"/m/03qtwd,/m/053hz1",True,False
1348622,ZaunYUtk_-I,140.0,150.0,"/m/03qtwd,/m/053hz1",True,False
1348788,ZbIxJ2dwDMk,270.0,280.0,"/m/03qtwd,/m/053hz1",True,False
1348810,ZbMIh9BfbAg,30.0,40.0,"/m/03qtwd,/m/053hz1",True,False
1348841,ZbQJqGR5opg,150.0,160.0,"/m/04rlf,/m/053hz1,/m/09x0r",True,False
1348991,ZbpRDeWwFdY,290.0,300.0,/m/028ght,True,False
1349465,Zcr4COXwo6k,110.0,120.0,"/m/04rlf,/m/053hz1,/m/09x0r",True,False
1349534,Zd1aghCPIVQ,350.0,360.0,"/m/028ght,/m/05zppz",True,False
1349921,Zdu_OusElAc,10.0,20.0,"/m/03qtwd,/m/053hz1",True,False
1351223,ZgligXjptV0,50.0,60.0,"/m/03qtwd,/m/053hz1",True,False
1351354,Zh1jWlZ1rY0,80.0,90.0,"/m/03qtwd,/m/053hz1",True,False
1351681,ZhlMz4YmLTo,90.0,100.0,/m/053hz1,True,False
1352263,Zj5rz6eZIkk,200.0,210.0,"/m/053hz1,/m/09x0r",True,False
1352439,ZjT_n7hTZ0c,30.0,40.0,"/m/028ght,/m/09x0r",True,False
1352606,ZjrYRIqA1mk,150.0,160.0,/m/028ght,True,False
1352744,ZkDOVoxwm0o,70.0,80.0,/m/053hz1,True,False
1353732,ZmZhz2wn44g,130.0,140.0,"/m/03qtwd,/m/053hz1,/t/dd00135",True,False
1353733,ZmZiSgyau3M,260.0,270.0,"/m/028ght,/m/0342h,/m/04rlf,/m/09x0r",True,False
1353992,Zn78s0ELBe0,30.0,40.0,"/m/03qtwd,/m/04rlf,/m/053hz1,/m/07rwj3x",True,False
1354284,ZnqDzY8eyFQ,100.0,110.0,"/m/053hz1,/m/09x0r",True,False
1354690,ZolA6dPYKGU,170.0,180.0,"/m/028ght,/m/09x0r",True,False
1354733,Zosa-Dh_XFI,100.0,110.0,"/m/04rlf,/m/053hz1,/t/dd00128",True,False
1355238,Zq3ifeFuTfM,530.0,540.0,"/m/03qtwd,/m/053hz1,/m/09x0r",True,False
1355263,Zq7MA5jTXww,560.0,570.0,/m/053hz1,True,False
1355333,ZqF8pGTnWlo,430.0,440.0,"/m/028ght,/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/09x0r",True,False
1355905,Zrannbd87PU,180.0,190.0,"/m/03qtwd,/m/053hz1,/t/dd00135",True,False
1355912,ZrcEDl7QisE,260.0,270.0,"/m/015lz1,/m/053hz1",True,False
1356479,ZsttQTg1yQ4,70.0,80.0,/m/053hz1,True,False
1356633,ZtG1z6ALmkE,180.0,190.0,"/m/03qtwd,/m/053hz1",True,False
1356817,ZtjDqTcIqsk,150.0,160.0,/m/053hz1,True,False
1357082,ZuKdfOdbdUc,0.0,10.0,"/m/028ght,/m/09x0r",True,False
1357207,ZuaNhZmuQzA,130.0,140.0,"/m/03qtwd,/m/053hz1",True,False
1357224,ZucC8-7O7JE,30.0,40.0,"/m/053hz1,/m/07c52,/m/09x0r",True,False
1357374,ZuzIGqpKM40,10.0,20.0,"/m/03qtwd,/m/053hz1",True,False
1357446,Zv986TynJ6Q,90.0,100.0,"/m/03qtwd,/m/053hz1",True,False
1357919,ZwCThXz6Uug,7.0,17.0,/m/028ght,True,False
1357994,ZwN34c1Do8c,180.0,190.0,/m/053hz1,True,False
1358191,ZwrRR8NLXLs,20.0,30.0,"/m/03qtwd,/m/053hz1,/t/dd00135",True,False
1358305,Zx6YXkD1tj4,140.0,150.0,/m/028ght,True,False
1358457,ZxQCWse2yR4,30.0,40.0,"/m/04rlf,/m/053hz1",True,False
1358701,Zxz3wmuwf8Y,10.0,20.0,"/m/028ght,/m/09x0r",True,False
1358715,Zy01fuQT06A,140.0,150.0,"/m/028ght,/m/04rlf",True,False
1359108,Zyp9bK_7aNg,110.0,120.0,"/m/04rlf,/m/053hz1,/m/09x0r",True,False
1359239,Zz80jiQInXE,210.0,220.0,"/m/028ght,/m/04rlf",True,False
1359305,ZzGvpDQvlBY,560.0,570.0,"/m/028ght,/m/09x0r",True,False
1359558,ZzpBvyzmijk,40.0,50.0,"/m/028ght,/m/09x0r",True,False
1360041,_-yhbHbHMn0,460.0,470.0,"/m/03qtwd,/m/053hz1",True,False
1360619,_1Lc1LIPnzo,280.0,290.0,"/m/01kcd,/m/028ght,/m/04rlf,/m/04szw,/m/06ncr,/m/07c6l,/m/07gql",True,False
1360793,_1lx6PKBifE,440.0,450.0,"/m/028ght,/m/04rlf",True,False
1360825,_1rW7E-cZKY,0.0,10.0,"/m/03qtwd,/m/053hz1",True,False
1360938,_25OnffNr9k,250.0,260.0,/m/053hz1,True,False
1361040,_2J9JiL8YDQ,200.0,210.0,"/m/03qtwd,/m/053hz1",True,False
1361632,_3lYHaE8UH0,550.0,560.0,/m/028ght,True,False
1361851,_4HqGQLNrwY,50.0,60.0,"/m/04rlf,/m/053hz1,/m/09x0r",True,False
1362392,_5dGX6kVAII,130.0,140.0,/m/053hz1,True,False
1362806,_6Z5ehmtnes,30.0,40.0,"/m/03qtwd,/m/053hz1,/t/dd00135",True,False
1362869,_6gcST2Eyp4,160.0,170.0,"/m/04rlf,/m/053hz1,/m/09x0r",True,False
1363393,_7vUeS6bLZc,0.0,5.0,/m/028ght,True,False
1363667,_8YOTFAF5-c,50.0,60.0,"/m/028ght,/m/09x0r",True,False
1363701,_8bkO93fkGs,250.0,260.0,"/m/03qtwd,/m/053hz1",True,False
1363856,_90ASNB755c,80.0,90.0,"/m/03qtwd,/m/053hz1",True,False
1363928,_9BErB3tcXc,30.0,40.0,/m/028ght,True,False
1364685,_B-9if1LEHE,210.0,220.0,"/m/028ght,/m/04rlf,/m/04szw,/m/05r5c,/m/07y_7,/m/0l14_3",True,False
1365278,_CL3iDN3kIc,520.0,530.0,"/m/028ght,/m/09x0r",True,False
1365604,_D4zlMF3SkU,430.0,440.0,/m/053hz1,True,False
1365688,_DJW4TXPGUg,170.0,180.0,"/m/03qtwd,/m/053hz1,/t/dd00135",True,False
1365717,_DN1blj0wjc,370.0,380.0,/m/028ght,True,False
1366035,_E8GR1OcEN4,0.0,10.0,"/m/053hz1,/m/09x0r",True,False
1366545,_FDYBz5qako,70.0,80.0,"/m/03qtwd,/m/053hz1",True,False
1366929,_FzapKn9AdI,20.0,30.0,"/m/04rlf,/m/053hz1,/m/07rwj3x,/m/09x0r,/t/dd00127",True,False
1367060,_GJRz-o4sJY,120.0,130.0,"/m/04rlf,/m/053hz1",True,False
1367184,_GbpS9uVajI,40.0,50.0,"/m/04rlf,/m/053hz1,/m/07qnq_y,/m/09x0r",True,False
1367261,_GoOZUYlr2k,60.0,70.0,"/m/03qtwd,/m/053hz1",True,False
1367473,_HKi8VBYsVY,30.0,40.0,"/m/03qtwd,/m/053hz1,/m/0c1dj",True,False
1367809,_I7ANd_lFQw,90.0,100.0,"/m/02lkt,/m/03mb9,/m/03qtwd,/m/04rlf,/m/053hz1",True,False
1368115,_Ip0odlI-hg,70.0,80.0,"/m/03qtwd,/m/053hz1",True,False
1368213,_J5DLa8RW5I,340.0,350.0,/m/028ght,True,False
1368851,_KdEzd0yRZk,140.0,150.0,"/m/028ght,/m/09x0r",True,False
1369524,_MBqwwdwqL4,50.0,60.0,"/m/04rlf,/m/053hz1,/m/09x0r",True,False
1369723,_Me5uUzVn8A,280.0,290.0,"/m/028ght,/m/05zppz",True,False
1369733,_MfeZywlwr0,240.0,250.0,/m/028ght,True,False
1369948,_NBAu4LD3FU,120.0,130.0,/m/028ght,True,False
1370255,_Nw3rlb8p5k,180.0,190.0,"/m/03qtwd,/m/053hz1",True,False
1370656,_OwATcijUW0,30.0,40.0,"/m/028ght,/m/04rlf",True,False
1370722,_P6bUfEgTso,0.0,10.0,"/m/04rlf,/m/053hz1,/m/09x0r",True,False
1371022,_Pmv8Q5rcJw,180.0,190.0,"/m/04rlf,/m/053hz1,/m/09x0r",True,False
1371283,_QKGQlU6ISY,370.0,380.0,"/m/028ght,/m/0342h,/m/04rlf,/m/04szw,/m/09x0r,/m/0fx80y",True,False
1371500,_QpURgT6lmE,0.0,10.0,/m/028ght,True,False
1371597,_R18UaZUROg,90.0,100.0,"/m/04rlf,/m/053hz1",True,False
1371717,_REwxCi6yQo,400.0,410.0,"/m/03qtwd,/m/04rlf,/m/053hz1,/m/0g6b5",True,False
1371799,_RSS5-XpW8Q,0.0,10.0,"/m/053hz1,/m/09x0r",True,False
1371838,_RXyNJdJF-4,220.0,230.0,"/m/03qtwd,/m/053hz1,/t/dd00135",True,False
1371842,_RYrdAkHbr8,260.0,270.0,"/m/028ght,/m/09x0r",True,False
1371878,_RcxfeIKBck,110.0,120.0,/m/028ght,True,False
1371882,_Re8yzYzZYU,570.0,580.0,/m/028ght,True,False
1372346,_Sk4OJi4sC0,140.0,150.0,"/m/04rlf,/m/053hz1",True,False
1372660,_TWdNpRzVJg,160.0,170.0,"/m/028ght,/m/04rlf",True,False
1373066,_UMsdZ6FNuY,440.0,450.0,/m/028ght,True,False
1373396,_V6n7VmC40I,80.0,90.0,"/m/04rlf,/m/053hz1,/m/09x0r",True,False
1373485,_VLO8sN1oaI,0.0,10.0,"/m/03qtwd,/m/053hz1,/t/dd00135",True,False
1373739,_VwjR867j4g,30.0,40.0,"/m/028ght,/m/0c1dj",True,False
1373749,_VyS31XeCmM,80.0,90.0,"/m/015lz1,/m/03qtwd,/m/04rlf,/m/053hz1,/m/0g293",True,False
1374242,_X8iZHzdjBA,330.0,340.0,"/m/028ght,/m/09x0r",True,False
1374268,_XC5Fid3l3Y,60.0,70.0,"/m/028ght,/m/09x0r",True,False
1374299,_XH7YMkz9jo,230.0,240.0,"/m/03qtwd,/m/053hz1",True,False
1375398,_ZtjCupoI60,10.0,20.0,"/m/015lz1,/m/028ght,/m/04rlf",True,False
1375903,_a8K-AlGaIk,110.0,120.0,"/m/015lz1,/m/04rlf,/m/053hz1",True,False
1375913,_a9Bu226Yek,60.0,70.0,/m/028ght,True,False
1375962,_aE6rOAxBE8,520.0,530.0,"/m/028ght,/m/04szw,/m/05148p4,/m/05r5c",True,False
1376031,_aOZ9ed9Qa0,70.0,80.0,"/m/04rlf,/m/053hz1",True,False
1376624,_bqD8MWkerQ,30.0,40.0,/m/028ght,True,False
1377317,_dWjIGBkBcQ,120.0,130.0,/m/053hz1,True,False
1377633,_eIoUd0BNBk,450.0,460.0,"/m/028ght,/m/04rlf",True,False
1377879,_etQJkHKoPU,20.0,30.0,"/m/03qtwd,/m/053hz1,/m/09x0r",True,False
1378334,_fwGazFkNRw,40.0,50.0,"/m/03qtwd,/m/053hz1,/t/dd00135",True,False
1378914,_hGDtiG8wnw,20.0,30.0,"/m/028ght,/m/05zppz,/m/09x0r",True,False
1379129,_hkYuWImJuY,300.0,310.0,"/m/03qtwd,/m/053hz1",True,False
1379649,_ivm5nIZBko,210.0,220.0,/m/053hz1,True,False
1379713,_j34cV34Sak,10.0,20.0,"/m/03qtwd,/m/053hz1",True,False
1380262,_kJbQm8P55E,30.0,40.0,"/m/053hz1,/m/09x0r,/t/dd00129",True,False
1380271,_kK_Bgbv_Ss,30.0,40.0,"/m/028ght,/m/04rlf",True,False
1380863,_ljos82cCTk,500.0,510.0,"/m/028ght,/m/03qtwd,/m/09x0r",True,False
1380898,_lqUhEvjIYg,90.0,100.0,/m/028ght,True,False
1381294,_mnnm2chvzI,470.0,480.0,"/m/03qtwd,/m/053hz1",True,False
1381612,_n_yrSxOhbA,40.0,50.0,"/m/03qtwd,/m/053hz1,/t/dd00135",True,False
1381775,_nwZSFQI4EM,460.0,470.0,"/m/028ght,/m/09x0r",True,False
1382601,_pquL-kF_FM,80.0,90.0,"/m/03qtwd,/m/053hz1,/m/09x0r",True,False
1382861,_qVWT-aA1ck,18.0,28.0,"/m/03qtwd,/m/053hz1",True,False
1383438,_rreSRB1DHk,360.0,370.0,/m/028ght,True,False
1383602,_sGDDZuZs2Y,120.0,130.0,"/m/028ght,/m/04rlf",True,False
1383667,_sOuADn3dcA,70.0,80.0,"/m/04rlf,/m/053hz1,/m/0glt670",True,False
1384191,_teghZqPdAA,140.0,150.0,"/m/04rlf,/m/053hz1",True,False
1384251,_tmmkwmNUcs,30.0,40.0,"/m/03qtwd,/m/053hz1,/m/0c1dj",True,False
1384452,_uE1IuvJxGs,20.0,30.0,"/m/04rlf,/m/053hz1",True,False
1384987,_vUfGdRG4es,30.0,40.0,"/m/03qtwd,/m/053hz1",True,False
1385249,_w77Oj-sIpg,0.0,10.0,"/m/03qtwd,/m/053hz1",True,False
1385372,_wPjcjlwLpU,550.0,560.0,"/m/026t6,/m/028ght,/m/02hnl,/m/04rlf,/m/04szw,/m/09x0r,/m/0l14md",True,False
1385551,_wq0e9H59Nw,45.0,55.0,"/m/03qtwd,/m/053hz1",True,False
1385602,_ww9UzJUtz0,330.0,340.0,/m/028ght,True,False
1385825,_xVsYaEm1Gw,120.0,130.0,"/m/03qtwd,/m/053hz1",True,False
1385962,_xoSWYbpRAg,30.0,40.0,"/m/028ght,/m/09x0r",True,False
1386000,_xtuNeBRvt0,30.0,40.0,/m/053hz1,True,False
1386060,_y0ahjVdL8k,30.0,40.0,"/m/028ght,/m/03qtwd,/m/04rlf,/m/053hz1,/m/07qfr4h",True,False
1386257,_yVKmyNfVSA,470.0,480.0,/m/028ght,True,False
1386282,_yZ5zUl6ZJk,25.0,35.0,"/m/04rlf,/m/053hz1",True,False
1386771,_ziWtuSN4wo,230.0,240.0,"/m/03qtwd,/m/053hz1",True,False
1387160,a-b8TSGhNgw,130.0,140.0,/m/028ght,True,False
1387455,a0LIemH5Cw0,10.0,20.0,"/m/028ght,/m/09x0r",True,False
1387579,a0eMqAo4Mrc,200.0,210.0,/m/053hz1,True,False
1388409,a2YKYMOhvcI,30.0,40.0,"/m/053hz1,/m/09x0r",True,False
1388762,a3NmUlnBjR0,10.0,20.0,"/m/03qtwd,/m/053hz1",True,False
1388836,a3a9vIL8ZD4,150.0,160.0,"/m/03qtwd,/m/053hz1",True,False
